make,model,year,mileage,engine,transmission,fuel_type,location,condition,price
BMW,X3,2020,133886,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,134059,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,134232,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,134405,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,134578,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,134751,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,134924,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,135097,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,135270,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,135443,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,135616,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,135789,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,135962,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,136135,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,136308,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,136481,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,136654,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,136827,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,137000,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,137173,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,137346,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,137519,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,137692,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,137865,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,138038,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,138211,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,138384,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,138557,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,138730,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,138903,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,139076,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,139249,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,139422,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,139595,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,139768,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,139941,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,140114,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,140287,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,140460,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,140633,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,140806,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,140979,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,141152,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,141325,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,141498,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,141671,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,141844,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,142017,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,142190,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,142363,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,142536,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,142709,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,142882,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,143055,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,143228,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,143401,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,143574,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,143747,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,143920,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,144093,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,144266,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,144439,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,144612,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,144785,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,144958,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,145131,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,145304,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,145477,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,145650,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,145823,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,145996,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,146169,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,146342,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,146515,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,146688,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,146861,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,147034,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,147207,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,147380,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,147553,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,147726,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,147899,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,148072,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,148245,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,148418,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,148591,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,148764,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,148937,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,149110,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,149283,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,149456,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,149629,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,149802,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,149975,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,150148,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,150321,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,150494,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,150667,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,150840,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,151013,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,151186,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,151359,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,151532,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,151705,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,151878,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,152051,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,152224,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,152397,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,152570,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,152743,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,152916,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,153089,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,153262,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,153435,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,153608,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,153781,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,153954,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,154127,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,154300,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,154473,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,154646,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,154819,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,154992,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,155165,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,155338,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,155511,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,155684,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,155857,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,156030,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,156203,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,156376,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,156549,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,156722,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,156895,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,157068,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,157241,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,157414,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,157587,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,157760,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,157933,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,158106,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,158279,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,158452,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,158625,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,158798,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,158971,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,159144,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,159317,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,159490,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,159663,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,159836,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,160009,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,160182,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,160355,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,160528,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,160701,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,160874,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,161047,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,161220,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,161393,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,161566,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,161739,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,161912,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,162085,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,162258,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,162431,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,162604,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,162777,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,162950,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,163123,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,163296,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,163469,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,163642,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,163815,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,163988,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,164161,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,164334,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,164507,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,164680,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,164853,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,165026,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,165199,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,165372,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,165545,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,165718,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,165891,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,166064,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,166237,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,166410,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,166583,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,166756,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,166929,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,167102,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,167275,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,167448,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,167621,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,167794,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,167967,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,168140,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,168313,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,168486,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,168659,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,168832,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,169005,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,169178,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,169351,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,169524,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,169697,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,169870,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,170043,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,170216,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,170389,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,170562,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,170735,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,170908,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,171081,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,171254,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,171427,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,171600,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,171773,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,171946,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,172119,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,172292,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,172465,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,172638,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,172811,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,172984,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,173157,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,173330,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,173503,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,173676,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,173849,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,174022,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,174195,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,174368,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,174541,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,174714,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,174887,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,175060,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,175233,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,175406,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,175579,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,175752,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,175925,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,176098,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,176271,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,176444,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,176617,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,176790,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,176963,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,177136,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,177309,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,177482,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,177655,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,177828,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,178001,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,178174,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,178347,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,178520,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,178693,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,178866,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,179039,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,179212,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,179385,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,179558,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,179731,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,179904,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,180077,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,180250,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,180423,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,180596,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,180769,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,180942,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,181115,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,181288,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,181461,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,181634,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,181807,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,181980,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,182153,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,182326,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,182499,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,182672,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,182845,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,183018,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,183191,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,183364,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,183537,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
